,Customer_ID,Transaction_Amount (in Million),Transaction_Time,Transaction_Date,Transaction_Type,Merchant_ID,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,Device_ID,Card_Type,Account_Balance (in Million),Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount (in Million),Max_Transaction_Last_24h (in Million),Is_International_Transaction,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time_Transaction,Previous_Fraud_Count,Fraud_Label,potentially_risky
21,75274.0,5.0,16:29,2025-04-18,0,64305.0,2,Singapore,Karachi,565.0,686953.0,1,9.0,7.0,24.0,5.0,6.0,1,1,1.0,1,1.0,0.0,1
22,97352.0,5.0,14:39,2025-03-15,2,21221.0,5,Kuala Lumpur,Multan,49.0,184424.0,0,35.0,4.0,21.0,3.0,7.0,1,1,1.0,0,0.0,0.0,1
23,77815.0,4.0,12:26,2025-01-11,0,38082.0,5,Lahore,Faisalabad,322.0,867596.0,1,37.0,4.0,6.0,1.0,1.0,1,1,1.0,0,1.0,0.0,1
24,53872.0,4.0,10:40,2025-04-07,1,40597.0,4,Dubai,Faisalabad,89.0,460100.0,0,20.0,4.0,13.0,5.0,4.0,1,1,2.0,0,1.0,0.0,1
25,85832.0,2.0,22:35,2025-02-22,0,71995.0,5,Bangkok,Islamabad,531.0,751144.0,1,15.0,3.0,23.0,5.0,5.0,0,0,1.0,0,1.0,0.0,1
26,70574.0,2.0,11:43,2025-04-07,2,33977.0,1,Kuala Lumpur,Lahore,221.0,940393.0,1,28.0,7.0,2.0,5.0,2.0,0,1,1.0,0,0.0,0.0,1
27,92510.0,9.0,02:53,2025-01-08,2,83227.0,3,Islamabad,Lahore,436.0,950307.0,0,26.0,6.0,15.0,1.0,7.0,1,1,1.0,0,1.0,0.0,1
28,86133.0,6.0,23:49,2025-01-24,1,10160.0,5,Faisalabad,Islamabad,215.0,672046.0,1,24.0,6.0,13.0,5.0,7.0,1,0,1.0,1,0.0,0.0,1
29,19832.0,1.0,10:53,2025-04-29,2,17632.0,2,Multan,Faisalabad,431.0,178920.0,1,11.0,4.0,10.0,3.0,4.0,1,0,0.0,0,1.0,0.0,1
30,79966.0,4.0,01:21,2025-04-12,0,12929.0,4,Islamabad,Islamabad,496.0,166798.0,1,15.0,7.0,16.0,1.0,6.0,1,0,2.0,1,0.0,0.0,1
31,48635.0,9.0,15:08,2025-03-31,2,97592.0,0,Dubai,Lahore,330.0,946301.0,0,31.0,4.0,18.0,3.0,5.0,1,1,1.0,0,1.0,0.0,1
32,12189.0,9.0,11:27,2025-03-21,1,87519.0,0,Kuala Lumpur,Lahore,151.0,835791.0,1,36.0,3.0,20.0,1.0,3.0,1,0,1.0,1,1.0,0.0,1
33,79239.0,7.0,07:49,2025-02-08,0,82648.0,2,Dubai,Karachi,491.0,696580.0,0,32.0,6.0,12.0,2.0,1.0,0,0,1.0,1,1.0,0.0,1
34,91563.0,7.0,16:48,2025-01-12,1,60148.0,0,Dubai,Islamabad,584.0,165947.0,0,17.0,6.0,6.0,4.0,8.0,0,1,0.0,1,1.0,0.0,1
35,56604.0,9.0,08:59,2025-01-17,0,50207.0,2,Lahore,Karachi,227.0,693970.0,0,36.0,3.0,15.0,2.0,5.0,0,1,2.0,1,1.0,0.0,1
36,63603.0,7.0,12:53,2025-03-26,0,97056.0,0,Kuala Lumpur,Lahore,233.0,329044.0,1,29.0,1.0,3.0,5.0,2.0,1,1,0.0,1,1.0,0.0,1
37,41334.0,2.0,09:53,2025-04-22,0,69592.0,0,Multan,Karachi,489.0,249709.0,0,8.0,6.0,1.0,3.0,5.0,0,1,2.0,0,1.0,0.0,1
38,98462.0,4.0,07:35,2025-04-20,1,67738.0,2,Islamabad,Islamabad,597.0,343029.0,0,23.0,7.0,24.0,3.0,7.0,0,0,1.0,1,1.0,0.0,1
39,77872.0,9.0,23:35,2025-01-05,1,76216.0,1,Dubai,Lahore,34.0,608665.0,1,14.0,1.0,11.0,2.0,1.0,0,0,1.0,1,0.0,0.0,1
40,25440.0,4.0,13:41,2025-02-18,0,84505.0,4,Lahore,Lahore,531.0,851300.0,1,8.0,1.0,13.0,1.0,9.0,1,1,1.0,1,0.0,0.0,1
41,11600.0,7.0,07:33,2025-03-09,2,13792.0,5,Kuala Lumpur,Karachi,536.0,949712.0,1,26.0,5.0,7.0,4.0,8.0,0,0,0.0,1,1.0,0.0,1
42,96615.0,9.0,13:38,2025-03-31,1,51370.0,1,Faisalabad,Lahore,568.0,301670.0,1,22.0,4.0,23.0,1.0,3.0,0,1,2.0,1,0.0,0.0,1
43,23739.0,2.0,16:20,2025-03-05,1,41288.0,5,Dubai,Lahore,177.0,483634.0,1,22.0,1.0,24.0,3.0,1.0,0,1,2.0,0,1.0,0.0,1
44,80492.0,4.0,12:07,2025-03-14,1,20167.0,0,Kuala Lumpur,Karachi,524.0,487919.0,0,37.0,4.0,20.0,4.0,5.0,0,0,0.0,1,1.0,0.0,1
45,57923.0,1.0,21:05,2025-04-16,0,74249.0,0,Bangkok,Multan,432.0,873472.0,0,15.0,7.0,7.0,2.0,4.0,1,0,2.0,1,1.0,0.0,1
46,10049.0,7.0,12:58,2025-03-11,0,87718.0,2,Lahore,Lahore,386.0,616591.0,0,16.0,1.0,18.0,2.0,4.0,0,0,1.0,1,0.0,0.0,1
47,46517.0,7.0,04:09,2025-03-23,0,85133.0,2,Bangkok,Multan,291.0,628361.0,0,11.0,6.0,7.0,5.0,1.0,1,1,0.0,1,0.0,0.0,1
48,72696.0,1.0,16:20,2025-04-19,2,29121.0,0,Karachi,Islamabad,133.0,857052.0,0,23.0,7.0,13.0,5.0,8.0,1,1,0.0,0,0.0,0.0,1
49,73142.0,3.0,15:00,2025-01-13,1,44113.0,0,Singapore,Multan,223.0,245266.0,0,35.0,1.0,3.0,3.0,1.0,0,0,2.0,0,0.0,0.0,0
50,25297.0,6.0,04:12,2025-01-12,1,25649.0,0,Faisalabad,Multan,414.0,358790.0,0,14.0,4.0,2.0,2.0,8.0,0,1,2.0,0,1.0,0.0,1
51,65821.0,6.0,03:59,2025-01-24,2,66638.0,3,Karachi,Multan,360.0,806132.0,1,5.0,2.0,23.0,3.0,7.0,1,0,0.0,1,0.0,0.0,1
52,23604.0,8.0,10:53,2025-04-06,1,77904.0,3,Faisalabad,Multan,513.0,560419.0,1,30.0,1.0,10.0,3.0,4.0,0,0,0.0,1,1.0,0.0,1
53,13399.0,9.0,09:52,2025-03-12,2,67666.0,4,Bangkok,Faisalabad,570.0,111919.0,0,38.0,2.0,10.0,2.0,1.0,0,1,1.0,1,0.0,0.0,1
54,66118.0,6.0,18:50,2025-04-15,2,71538.0,1,Karachi,Faisalabad,315.0,386838.0,1,38.0,6.0,9.0,3.0,1.0,0,1,1.0,0,1.0,0.0,1
55,23462.0,3.0,17:03,2025-01-08,2,67275.0,0,Islamabad,Karachi,246.0,734547.0,1,29.0,5.0,16.0,3.0,3.0,0,1,0.0,1,0.0,0.0,1
56,85735.0,4.0,01:00,2025-02-27,1,97777.0,2,Bangkok,Karachi,7.0,462127.0,0,4.0,3.0,22.0,2.0,5.0,0,0,1.0,1,1.0,0.0,1
57,32746.0,7.0,18:19,2025-01-21,2,86786.0,4,Multan,Multan,424.0,121269.0,0,10.0,1.0,23.0,5.0,4.0,0,0,2.0,1,0.0,0.0,1
58,55295.0,1.0,04:36,2025-01-02,0,45865.0,1,Kuala Lumpur,Karachi,490.0,405721.0,0,26.0,5.0,13.0,3.0,7.0,1,1,1.0,0,0.0,0.0,1
59,74468.0,7.0,07:34,2025-01-19,0,25724.0,4,Singapore,Lahore,521.0,636267.0,1,9.0,7.0,4.0,4.0,4.0,1,1,1.0,1,1.0,0.0,1
60,13984.0,4.0,00:31,2025-03-24,0,92441.0,2,Bangkok,Faisalabad,489.0,121572.0,0,34.0,5.0,23.0,2.0,5.0,1,1,1.0,0,0.0,0.0,1
61,47865.0,4.0,19:46,2025-03-09,2,77759.0,0,London,Faisalabad,527.0,256834.0,0,21.0,7.0,5.0,1.0,8.0,1,0,2.0,1,1.0,0.0,1
62,46932.0,7.0,16:59,2025-03-09,0,22820.0,3,Singapore,Islamabad,507.0,482596.0,1,10.0,4.0,2.0,1.0,5.0,1,0,2.0,0,1.0,0.0,1
63,21103.0,9.0,12:53,2025-03-15,2,12626.0,0,Karachi,Lahore,280.0,963001.0,0,26.0,5.0,3.0,1.0,1.0,1,1,1.0,1,0.0,0.0,1
64,23963.0,5.0,17:55,2025-02-10,1,58270.0,2,Lahore,Multan,4.0,218947.0,0,31.0,5.0,7.0,1.0,4.0,0,1,2.0,0,0.0,0.0,1
65,47693.0,5.0,21:19,2025-01-21,0,45311.0,5,Lahore,Multan,316.0,440020.0,1,29.0,6.0,14.0,3.0,4.0,1,0,2.0,0,0.0,0.0,1
66,47340.0,3.0,06:22,2025-03-13,1,84699.0,2,Multan,Islamabad,434.0,249010.0,0,23.0,1.0,18.0,3.0,1.0,0,0,0.0,0,1.0,0.0,0
67,80923.0,8.0,11:21,2025-01-09,1,50027.0,4,Multan,Lahore,79.0,818317.0,1,5.0,4.0,16.0,1.0,7.0,1,1,1.0,0,1.0,0.0,1
68,30756.0,6.0,14:20,2025-01-03,1,82656.0,3,Karachi,Faisalabad,63.0,681265.0,0,13.0,1.0,21.0,4.0,6.0,1,0,0.0,1,0.0,1.0,1
69,21096.0,3.0,00:43,2025-02-14,1,64131.0,1,Singapore,Faisalabad,87.0,529348.0,1,31.0,2.0,16.0,4.0,5.0,0,0,1.0,1,0.0,0.0,1
70,42839.0,9.0,09:12,2025-01-12,2,16800.0,3,Dubai,Multan,303.0,945375.0,1,27.0,1.0,20.0,1.0,9.0,0,1,0.0,1,1.0,0.0,1
71,46468.0,6.0,19:17,2025-04-22,1,70919.0,0,Faisalabad,Islamabad,492.0,583418.0,0,14.0,5.0,1.0,2.0,6.0,0,0,1.0,0,1.0,0.0,1
72,63136.0,9.0,12:48,2025-04-20,2,92712.0,2,Lahore,Faisalabad,138.0,398018.0,0,27.0,1.0,12.0,2.0,9.0,0,1,0.0,1,1.0,0.0,1
73,39351.0,6.0,18:27,2025-03-23,0,33186.0,4,Bangkok,Faisalabad,347.0,904802.0,0,8.0,6.0,19.0,3.0,4.0,1,0,2.0,1,0.0,0.0,1
74,73134.0,3.0,19:45,2025-01-17,0,47353.0,4,Karachi,Lahore,34.0,887262.0,0,7.0,7.0,21.0,3.0,5.0,1,0,0.0,1,1.0,0.0,1
75,16891.0,4.0,20:32,2025-01-13,0,93787.0,4,Islamabad,Faisalabad,434.0,858988.0,1,24.0,1.0,15.0,2.0,6.0,1,0,0.0,1,0.0,0.0,1
76,99131.0,6.0,02:57,2025-01-14,1,54291.0,3,Bangkok,Karachi,368.0,329796.0,0,36.0,3.0,24.0,2.0,2.0,1,1,1.0,1,1.0,0.0,1
77,28928.0,6.0,17:57,2025-01-13,1,75022.0,4,Kuala Lumpur,Faisalabad,224.0,629045.0,1,18.0,5.0,11.0,4.0,8.0,1,0,2.0,1,1.0,0.0,1
78,36683.0,9.0,20:29,2025-02-20,1,97274.0,5,London,Faisalabad,276.0,521800.0,0,25.0,1.0,17.0,4.0,5.0,1,0,2.0,0,0.0,0.0,1
79,76349.0,3.0,02:22,2025-01-05,2,93974.0,3,Lahore,Lahore,231.0,550072.0,0,14.0,1.0,7.0,5.0,2.0,1,1,0.0,1,0.0,0.0,1
80,35213.0,9.0,09:02,2025-04-03,2,38091.0,0,Kuala Lumpur,Faisalabad,64.0,718860.0,1,22.0,7.0,10.0,1.0,9.0,1,1,2.0,1,1.0,0.0,1
81,37382.0,5.0,03:12,2025-03-29,2,33624.0,2,Bangkok,Islamabad,242.0,486393.0,0,26.0,3.0,15.0,3.0,5.0,0,1,1.0,1,0.0,0.0,1
82,55932.0,1.0,18:07,2025-01-29,2,16413.0,4,London,Lahore,79.0,419069.0,1,14.0,3.0,16.0,4.0,1.0,1,0,1.0,1,1.0,0.0,1
83,19991.0,8.0,13:31,2025-02-06,2,29792.0,2,Kuala Lumpur,Multan,420.0,296959.0,0,6.0,1.0,12.0,4.0,9.0,1,0,2.0,1,0.0,0.0,1
84,29181.0,4.0,03:07,2025-03-22,1,71480.0,2,Multan,Lahore,285.0,825095.0,1,6.0,6.0,1.0,1.0,6.0,1,1,0.0,1,0.0,0.0,1
85,13723.0,3.0,17:20,2025-03-27,2,98281.0,1,Bangkok,Lahore,141.0,709810.0,0,30.0,1.0,6.0,5.0,2.0,0,1,0.0,1,1.0,0.0,1
86,96516.0,5.0,08:17,2025-03-24,1,40915.0,1,Islamabad,Multan,32.0,297907.0,0,25.0,2.0,3.0,2.0,9.0,0,1,1.0,1,1.0,0.0,1
87,33501.0,6.0,17:25,2025-04-08,0,62759.0,3,Faisalabad,Faisalabad,389.0,757233.0,0,14.0,4.0,5.0,1.0,3.0,0,1,1.0,1,1.0,0.0,1
88,56740.0,9.0,01:32,2025-01-23,1,69430.0,4,Kuala Lumpur,Islamabad,46.0,262785.0,0,18.0,1.0,1.0,5.0,6.0,0,1,2.0,1,0.0,0.0,1
89,19446.0,8.0,14:43,2025-01-26,1,63244.0,5,Kuala Lumpur,Karachi,556.0,568180.0,0,17.0,7.0,23.0,5.0,3.0,1,0,0.0,0,0.0,0.0,0
90,63736.0,1.0,06:05,2025-02-12,2,95262.0,1,Lahore,Lahore,372.0,265756.0,1,36.0,7.0,9.0,5.0,3.0,1,1,1.0,0,1.0,0.0,1
91,48766.0,6.0,18:15,2025-03-01,0,48642.0,0,London,Faisalabad,561.0,551986.0,0,29.0,6.0,22.0,1.0,1.0,0,1,2.0,1,0.0,0.0,1
92,56845.0,3.0,01:44,2025-01-30,0,66552.0,4,Lahore,Lahore,83.0,726370.0,0,38.0,5.0,16.0,1.0,2.0,1,0,2.0,1,0.0,0.0,1
93,30125.0,9.0,01:29,2025-03-29,0,13336.0,4,London,Islamabad,491.0,637700.0,1,7.0,1.0,22.0,3.0,3.0,0,0,0.0,1,0.0,0.0,0
94,70563.0,1.0,19:29,2025-01-02,0,67999.0,4,Kuala Lumpur,Faisalabad,45.0,475168.0,0,32.0,3.0,5.0,4.0,7.0,0,1,2.0,1,1.0,0.0,1
95,74137.0,2.0,09:25,2025-04-27,1,32876.0,5,Singapore,Faisalabad,596.0,457565.0,0,21.0,1.0,10.0,4.0,2.0,0,1,1.0,0,1.0,0.0,1
96,34516.0,4.0,22:43,2025-04-27,2,96893.0,2,Lahore,Multan,5.0,118513.0,0,26.0,3.0,23.0,5.0,1.0,0,1,2.0,0,1.0,1.0,1
97,57088.0,3.0,16:50,2025-02-17,0,92750.0,2,Dubai,Lahore,218.0,572085.0,1,27.0,2.0,5.0,1.0,8.0,1,1,2.0,0,0.0,0.0,1
98,40378.0,9.0,11:55,2025-02-01,2,98267.0,3,Bangkok,Karachi,11.0,151875.0,0,13.0,1.0,18.0,2.0,3.0,1,1,0.0,0,0.0,0.0,1
99,96726.0,1.0,20:31,2025-01-08,2,64395.0,1,Dubai,Lahore,553.0,466800.0,0,20.0,1.0,6.0,1.0,3.0,0,0,1.0,1,0.0,0.0,1
100,77549.0,7.0,22:41,2025-04-24,1,16676.0,3,Multan,Multan,328.0,478782.0,1,3.0,5.0,3.0,1.0,7.0,0,1,0.0,1,0.0,0.0,1
101,13494.0,3.0,21:39,2025-04-02,1,63420.0,3,Faisalabad,Islamabad,193.0,313463.0,0,13.0,5.0,18.0,3.0,4.0,1,0,2.0,1,1.0,0.0,1
102,81168.0,1.0,20:01,2025-01-21,0,40545.0,3,Singapore,Lahore,266.0,584172.0,0,29.0,6.0,9.0,5.0,3.0,0,1,2.0,1,0.0,0.0,1
103,13939.0,3.0,23:24,2025-01-15,0,22504.0,4,Kuala Lumpur,Faisalabad,426.0,665374.0,0,33.0,2.0,5.0,5.0,2.0,1,0,1.0,0,1.0,0.0,1
104,38804.0,6.0,15:16,2025-04-20,2,38002.0,3,Kuala Lumpur,Lahore,45.0,944271.0,1,19.0,2.0,16.0,1.0,3.0,0,0,0.0,1,0.0,0.0,0
105,22399.0,5.0,02:49,2025-01-19,2,37163.0,2,Singapore,Islamabad,214.0,287195.0,1,39.0,4.0,22.0,5.0,6.0,0,1,1.0,1,1.0,0.0,1
106,12704.0,1.0,20:39,2025-01-05,0,48565.0,5,Kuala Lumpur,Multan,13.0,224368.0,1,30.0,6.0,12.0,3.0,9.0,0,0,2.0,0,0.0,0.0,0
107,73862.0,4.0,20:54,2025-03-23,1,55083.0,1,Bangkok,Karachi,396.0,297342.0,1,37.0,5.0,3.0,5.0,1.0,0,0,1.0,0,0.0,0.0,0
108,80977.0,1.0,07:19,2025-04-05,1,28653.0,0,Karachi,Faisalabad,318.0,525166.0,0,24.0,1.0,16.0,1.0,3.0,0,1,0.0,0,0.0,0.0,0
109,46543.0,4.0,17:38,2025-04-10,0,67997.0,0,London,Karachi,97.0,643492.0,0,30.0,1.0,2.0,1.0,9.0,1,0,2.0,0,1.0,0.0,1
110,92664.0,2.0,11:04,2025-03-22,1,43725.0,2,Multan,Multan,434.0,470841.0,1,18.0,5.0,6.0,2.0,2.0,0,1,0.0,1,0.0,0.0,1
111,34443.0,3.0,07:19,2025-02-27,0,89318.0,3,Faisalabad,Lahore,136.0,330528.0,0,37.0,5.0,16.0,3.0,7.0,0,1,0.0,1,0.0,0.0,1
112,45091.0,7.0,19:19,2025-01-21,1,28665.0,3,Dubai,Karachi,257.0,831467.0,0,38.0,2.0,4.0,1.0,6.0,0,0,2.0,0,0.0,0.0,0
113,78859.0,7.0,04:29,2025-03-14,2,59774.0,5,Kuala Lumpur,Lahore,487.0,255459.0,1,30.0,6.0,15.0,1.0,8.0,0,0,1.0,0,0.0,0.0,0
114,86367.0,1.0,20:17,2025-04-24,0,79019.0,3,Karachi,Lahore,168.0,645541.0,0,3.0,4.0,3.0,2.0,2.0,1,0,0.0,1,0.0,0.0,1
115,66447.0,5.0,21:36,2025-01-22,1,10301.0,0,Lahore,Faisalabad,502.0,919024.0,1,5.0,3.0,8.0,2.0,5.0,0,1,2.0,0,1.0,0.0,1
116,39740.0,4.0,21:18,2025-03-12,0,38535.0,3,Multan,Faisalabad,276.0,110388.0,0,8.0,3.0,9.0,1.0,5.0,0,1,1.0,0,1.0,0.0,1
117,69132.0,2.0,12:38,2025-03-23,2,72874.0,1,Multan,Faisalabad,298.0,626169.0,0,20.0,6.0,13.0,5.0,8.0,1,1,0.0,0,0.0,0.0,1
118,23782.0,9.0,13:05,2025-01-27,0,45881.0,0,Dubai,Islamabad,433.0,311515.0,1,32.0,6.0,8.0,5.0,5.0,0,0,2.0,1,1.0,0.0,1
119,97681.0,3.0,19:28,2025-01-13,1,78155.0,3,London,Karachi,491.0,114105.0,1,9.0,3.0,10.0,3.0,8.0,1,1,1.0,1,1.0,1.0,1
120,31189.0,1.0,01:40,2025-02-15,0,82524.0,0,Lahore,Karachi,312.0,465593.0,1,11.0,1.0,1.0,1.0,7.0,1,1,2.0,1,1.0,0.0,1
121,27289.0,3.0,13:00,2025-02-16,1,38896.0,5,Lahore,Karachi,251.0,855482.0,0,23.0,4.0,1.0,5.0,4.0,1,1,2.0,0,1.0,0.0,1
122,68109.0,8.0,09:42,2025-01-05,0,16662.0,2,Faisalabad,Multan,237.0,233550.0,0,22.0,1.0,18.0,3.0,1.0,0,0,1.0,1,1.0,0.0,1
123,48007.0,6.0,15:27,2025-03-11,2,16437.0,5,Karachi,Islamabad,288.0,291409.0,1,31.0,3.0,9.0,2.0,8.0,1,0,0.0,1,0.0,0.0,1
124,28195.0,9.0,11:28,2025-04-30,1,92300.0,4,Multan,Karachi,189.0,402005.0,1,20.0,5.0,24.0,3.0,6.0,1,1,1.0,0,1.0,0.0,1
125,12543.0,5.0,15:13,2025-02-03,0,75398.0,0,Lahore,Lahore,40.0,680302.0,1,18.0,6.0,2.0,4.0,3.0,1,0,2.0,0,0.0,0.0,1
126,61213.0,8.0,10:56,2025-02-23,0,67003.0,5,Faisalabad,Multan,41.0,696381.0,0,26.0,1.0,2.0,1.0,3.0,0,0,2.0,1,0.0,0.0,1
127,61834.0,1.0,17:25,2025-02-16,1,67246.0,0,Singapore,Faisalabad,583.0,608699.0,0,17.0,1.0,2.0,2.0,6.0,1,1,1.0,0,0.0,0.0,1
128,84329.0,6.0,05:34,2025-02-13,1,89612.0,0,Islamabad,Karachi,499.0,307918.0,0,29.0,2.0,19.0,1.0,5.0,0,1,1.0,0,1.0,0.0,1
129,37399.0,9.0,19:42,2025-02-18,0,23413.0,1,Karachi,Islamabad,76.0,684681.0,0,28.0,4.0,17.0,5.0,9.0,0,0,2.0,1,0.0,0.0,1
130,86437.0,5.0,00:07,2025-03-12,1,65407.0,3,Multan,Islamabad,313.0,177648.0,1,3.0,1.0,8.0,1.0,7.0,0,1,2.0,0,0.0,0.0,1
131,83200.0,5.0,07:42,2025-02-25,2,51401.0,0,Multan,Karachi,153.0,276306.0,0,13.0,4.0,3.0,5.0,2.0,0,0,1.0,0,0.0,0.0,0
132,66513.0,4.0,17:34,2025-01-09,1,44248.0,5,Lahore,Multan,448.0,143730.0,1,19.0,4.0,21.0,2.0,3.0,1,0,2.0,1,1.0,0.0,1
133,52267.0,1.0,05:59,2025-02-14,0,91066.0,1,Bangkok,Multan,361.0,949288.0,0,20.0,6.0,6.0,2.0,5.0,1,1,0.0,1,0.0,0.0,1
134,32014.0,3.0,07:28,2025-02-14,2,89842.0,4,Multan,Lahore,356.0,947298.0,1,30.0,5.0,12.0,4.0,1.0,0,1,1.0,0,0.0,0.0,1
135,55774.0,8.0,06:33,2025-01-19,0,55398.0,4,Karachi,Faisalabad,139.0,986000.0,1,13.0,7.0,7.0,3.0,1.0,0,0,0.0,1,0.0,0.0,0
136,52877.0,9.0,07:00,2025-03-17,1,20406.0,0,Faisalabad,Islamabad,369.0,506750.0,0,14.0,4.0,13.0,5.0,5.0,1,0,1.0,0,0.0,0.0,1
137,38495.0,5.0,07:05,2025-01-20,1,77205.0,5,London,Islamabad,389.0,924773.0,0,38.0,4.0,5.0,5.0,1.0,1,1,2.0,1,1.0,0.0,1
138,65685.0,5.0,17:18,2025-04-03,2,30501.0,1,Lahore,Lahore,375.0,525278.0,0,15.0,6.0,5.0,2.0,3.0,1,0,2.0,1,0.0,0.0,1
139,90954.0,6.0,03:21,2025-01-22,1,21383.0,4,Lahore,Lahore,596.0,675577.0,0,17.0,1.0,15.0,1.0,1.0,1,0,2.0,0,1.0,0.0,1
140,58176.0,6.0,02:51,2025-04-30,1,49406.0,3,Karachi,Multan,179.0,930593.0,0,32.0,6.0,24.0,1.0,9.0,0,1,1.0,1,1.0,0.0,1
141,35661.0,3.0,10:19,2025-02-01,2,85259.0,3,London,Multan,170.0,730215.0,1,8.0,1.0,20.0,3.0,5.0,0,1,0.0,0,1.0,0.0,1
142,95205.0,7.0,19:23,2025-01-01,2,22974.0,2,Dubai,Lahore,339.0,767117.0,1,32.0,4.0,18.0,3.0,5.0,0,0,2.0,1,0.0,0.0,1
143,41980.0,3.0,13:22,2025-02-24,1,93361.0,0,Islamabad,Multan,252.0,405832.0,0,33.0,6.0,3.0,5.0,4.0,0,0,1.0,1,1.0,0.0,1
144,39212.0,4.0,22:24,2025-01-12,1,19915.0,3,Singapore,Lahore,54.0,485403.0,1,25.0,1.0,7.0,1.0,5.0,1,0,2.0,0,0.0,0.0,1
